Stability,Humidity,Cloud
0.9819504380920632,0.7522961959227992,1
-1.0446968465481732,-1.0860308115426014,0
-0.49543610073467903,-0.7084447783870402,0
-1.1938745353395082,0.3662018782637773,0
-0.23978712591627968,0.05711214131802633,1
2.1167427669477226,2.0434940388574283,1
0.4283219754285176,1.0133499670529493,1
2.689068368566355,1.3235106070064575,1
-1.2053475513217347,-0.004935757048440903,0
-0.36414082862927466,-1.0667200682324074,0
1.291751965822532,0.06749451946167934,0
-1.3423014014856047,-2.0709062773136147,0
0.008018993482895502,-1.153611715396572,1
2.095238115807136,0.5747283086821682,1
-1.180505422631192,-1.4317509056255342,0
0.31770467585841383,-0.4494300663135519,1
-0.1683632654995684,0.09482199686480473,0
-1.331222877733398,-0.5623126533446559,0
0.3465322689498694,0.3924829111703341,0
-0.19997185389689787,1.1864939161897865,0
0.6559428275050251,0.05556339897140761,0
0.3824624727934791,0.07052240880484927,0
-0.5795872990198501,-0.6521642290404961,0
0.7893078785672973,1.1456805009997804,0
1.1530323148926218,0.4091911656647921,1
-0.1796168810517012,-1.526923041470591,0
0.4745023050840886,-0.6892645512968202,1
1.7499441916506295,0.5712213293982802,1
-1.4268569094542864,-0.465289651884178,0
-0.42974903733611375,0.2715921672621199,0
-0.8641819772270622,-3.3696735077199325,0
-1.4543568073056932,-0.5728471464661783,0
1.787170727167901,0.26694423905390763,1
0.6043421581972477,-1.5247432584136034,0
0.2434464805331394,-0.2693194724083572,0
-1.0536848782863013,0.39749305606462776,0
-0.14575481636435927,1.0908807941000818,0
-0.9092260535498067,-0.19718403173233556,0
0.20484140894313574,-0.06613179530432685,0
-0.02267218804174706,0.3287761232416416,0
-0.5767235323078606,-0.6718078558893256,0
-1.915781821656603,0.4418759524521845,0
-0.19088084719696666,-1.7752709361888384,0
1.4466267416956744,1.7590858337058641,1
-0.4980959349126343,0.25192395087063124,1
0.21377362480876475,0.3467167771972534,1
0.97834560976687,1.2158739414378765,0
-3.1154456333922234,-0.5866388241007625,0
-0.45042597700268744,0.6016533433761242,0
-0.18258560690796077,-0.24180826781648862,1
0.29476931876038986,1.2865262852944865,0
0.4405238948655007,0.3071267915718786,1
0.24435646498915511,0.9480426489695841,0
-1.5517874626971677,-1.7201777851902085,0
0.5281035232749387,-0.07308896941597326,1
-0.5290847173762272,0.3406429638295039,0
0.13817456392694516,-0.2619670878936486,0
0.17462914611304195,-0.08906986321028933,0
-1.3964514647927073,-0.051124587026276314,0
-0.43338213193955427,-0.682337718288204,0
-0.13552683408540586,-0.026568814943078042,1
0.1991917268948406,0.5247480879192565,1
1.3601674989358432,0.15890148689151784,1
-0.6687226984322822,1.6729864478847656,0
1.145154762251363,0.08832370916726862,0
-1.005471742730847,1.0327064070746013,0
-0.6154689351269458,-1.8687690705091988,0
1.4735716799880878,1.6461660237537594,1
-0.03620979645661255,-0.9364594106083204,0
0.1218700616195148,-0.06656892289721877,1
-0.9707698317189489,-0.36889979436399245,0
0.44914843781521535,-0.2044110004453788,0
0.20176736886522711,-0.4798023155348955,0
0.3120009197295068,-1.257555110109112,1
