ps_anom,ps
-0.08058482132014433,1018.2885328485679
-0.18114373102196168,1018.1879739388661
0.8319174516486783,1019.2010351215367
0.7248641123619564,1019.09398178225
3.074450970578596,1021.4435686404667
4.047917082554363,1022.4170347524424
3.5719382432985185,1021.9410559131866
2.6259163337621203,1020.9950340036502
0.9996552996376522,1019.3687729695257
1.450634076620645,1019.8197517465087
1.3713741026541584,1019.7404917725422
-0.7607541133318136,1017.6083635565562
-0.8071229439166245,1017.5619947259714
1.1544042884565897,1019.5235219583446
1.271932514171226,1019.6410501840593
2.2455382912992263,1020.6146559611873
0.9824764858969957,1019.351594155785
0.6361069080348898,1019.005224577923
4.122777604221255,1022.4918952741093
4.160417362783505,1022.5295350326716
0.7575457580149987,1019.126663427903
0.8245850311499225,1019.193702701038
4.025430993023747,1022.3945486629118
3.5342286521604365,1021.9033463220485
0.9632026948705743,1019.3323203647586
1.2891811604880559,1019.6582988303761
2.9080399415370266,1021.2771576114251
2.814254791724693,1021.1833724616127
0.10272569115716124,1018.4718433610452
0.6437186588386794,1019.0128363287267
3.9280145492499514,1022.297132219138
3.122356117839331,1021.4914737877274
2.988347404146225,1021.3574650740343
2.7875787476234564,1021.1566964175115
2.5516843052806735,1020.9208019751687
2.0936524381033905,1020.4627701079914
4.753994260329591,1023.1231119302176
6.131022830060601,1024.5001404999487
4.051548376515939,1022.420666046404
2.632201265618619,1021.0013189355067
2.373541403440754,1020.7426590733288
3.356434913201042,1021.7255525830891
5.11593650268037,1023.4850541725684
5.445895425139952,1023.815013095028
3.410555159741989,1021.77967282963
3.141001415679966,1021.510119085568
2.3210971387281916,1020.6902148086162
2.970540097219782,1021.3396577671078
4.307275270493847,1022.6763929403819
5.943801693317255,1024.3129193632053
5.931580992485124,1024.3006986623732
3.5764773607503457,1021.9455950306384
2.799031290117,1021.168148960005
2.3889045702006797,1020.7580222400887
1.497840898119648,1019.8669585680077
3.4807368988049348,1021.849854568693
5.039120668880287,1023.4082383387683
9.184731553919391,1027.5538492238074
7.006583670229247,1025.3757013401173
3.3686556140329458,1021.737773283921
2.4986813799587253,1020.8677990498468
4.926201393194219,1023.2953190630823
4.136045793695871,1022.5051634635839
1.9398811053511054,1020.3089987752392
3.465722894925648,1021.8348405648137
