ps_anom,ps
6.036050526453437,1024.4051681963415
6.465101874515085,1024.8342195444031
4.016003595239226,1022.3851212651273
6.150575951391602,1024.5196936212797
2.929338877272585,1021.2984565471606
3.2241021813363204,1021.5932198512244
5.360769514774347,1023.7298871846624
4.825502818340169,1023.1946204882282
3.910975400661755,1022.2800930705498
3.9333916576161982,1022.3025093275043
2.817117927348363,1021.1862355972364
4.083182533526269,1022.4523002034143
5.332626986573132,1023.7017446564612
5.653996502162045,1024.02311417205
2.9370204606525476,1021.3061381305406
4.259719286114205,1022.6288369560023
4.01139464521134,1022.3805123150994
5.156509229442122,1023.5256268993302
2.976894861652454,1021.3460125315405
3.486253672323528,1021.8553713422116
2.744073052661861,1021.1131907225499
2.402172759675409,1020.7712904295635
4.4079738453483515,1022.7770915152364
4.173057059072221,1022.5421747289603
3.866352384481388,1022.2354700543694
2.0544763628655573,1020.4235940327536
2.168233629465931,1020.537351299354
1.8435121502202492,1020.2126298201083
2.7147433706655875,1021.0838610405536
3.854830009411444,1022.2239476792995
3.089674472186175,1021.4587921420742
2.659854965786508,1021.0289726356746
4.15671623624587,1022.5258339061339
5.172570721964121,1023.5416883918522
5.830114259292941,1024.199231929181
5.870198158021367,1024.2393158279094
6.1021121435212535,1024.4712298134093
4.461395766127225,1022.8305134360153
1.958386738039053,1020.3275044079271
3.4789910844004908,1021.8481087542885
3.6429579732753155,1022.0120756431634
4.764678644485457,1023.1337963143735
4.963980816908588,1023.3330984867966
1.4558715198342043,1019.8249891897223
-2.738971331413154,1015.6301463384749
0.7181601850485322,1019.0872778549366
1.6481904346393321,1020.0173081045274
0.29651109006204024,1018.6656287599501
0.2942764476242701,1018.6633941175123
0.009080206497515064,1018.3781978763856
-0.49071154123646465,1017.8784061286516
2.2562925080314926,1020.6254101779195
0.27088253460317446,1018.6400002044912
0.6530063914707398,1019.0221240613588
1.1537059626951987,1019.5228236325833
-0.3576106510338377,1018.0115070188542
1.4159971188344116,1019.7851147887225
0.8255626872162338,1019.1946803571043
-0.19182811517805476,1018.17728955471
2.035528457194914,1020.404646127083
0.018367939129689148,1018.3874856090177
-0.6109632374217426,1017.7581544324663
-1.0770258508598545,1017.2920918190282
-1.4382697674490146,1016.930847902439
-0.057609903756201675,1018.3115077661319
-1.347277920683723,1017.0218397492043
-0.9530031955607683,1017.4161144743273
0.0018874511507647185,1018.3710051210388
2.9048974756087773,1021.2740151454968
0.43533825151189376,1018.8044559214
-0.9351260560583796,1017.4339916138297
-2.1010507479911666,1016.2680669218969
0.34176259942807974,1018.7108802693161
-1.2682274444458699,1017.1008902254422
-2.1004222548057214,1016.2686954150823
-2.2581042118245023,1016.1110134580636
-3.355732644251816,1015.0133850256362
-1.9407151530778037,1016.4284025168103
-0.5909911206337028,1017.7781265492544
0.04532331353595964,1018.414440983424
-1.521719695986235,1016.8473979739018
-2.799097179505793,1015.5700204903823
-2.703007554679516,1015.6661101152085
-2.612434703371491,1015.7566829665166
-1.7895276256437,1016.5795900442444
-4.050636609838193,1014.3184810600499
-4.563696547046675,1013.8054211228414
-2.6607588460892657,1015.7083588237988
-2.3584536237979137,1016.0106640460901
-0.5768849402450087,1017.792232729643
-0.7953212385422148,1017.5737964313458
-2.3139004401938337,1016.0552172296942
-4.766071352821541,1013.6030463170665
-3.46397313733371,1014.9051445325543
-3.035410617305274,1015.3337070525828
-1.6520272831418197,1016.7170903867462
-2.6058704412104134,1015.7632472286776
-2.841834716129256,1015.5272829537588
-1.446370346285903,1016.9227473236022
-3.7114597873226103,1014.6576578825654
-3.0921845017411442,1015.2769331681469
-3.57766057135791,1014.7914570985301
-1.8967904626592826,1016.4723272072288
-1.1256991564587224,1017.2434185134293
-1.8746535360095322,1016.4944641338785
-2.800493831029371,1015.5686238388587
-0.9949725738462121,1017.3741450960418
-2.3292636069539867,1016.0398540629341
-4.713836585837498,1013.6552810840506
-3.6755658431648044,1014.6935518267233
-2.0109667247166954,1016.3581509451714
-2.04748916206006,1016.321628507828
-3.625984714075912,1014.7431329558121
-3.59476955252228,1014.7743481173658
-5.301826877289159,1013.0672907925989
-4.377732396673991,1013.9913852732141
-3.9592956001921493,1014.4098220696959
-1.4865240775905022,1016.8825935922976
-2.5852698312369284,1015.7838478386511
-4.18583247732613,1014.1832851925619
-3.499378253457735,1014.8697394164303
-3.328986767574179,1015.0401309023139
-4.125636796657204,1014.2434808732309
-3.0003546640621153,1015.3687630058259
-3.149586879363028,1015.219530790525
-3.3553136487945494,1015.0138040210935
-4.313695924315198,1014.0554217455729
-3.898820589218417,1014.4702970806696
-4.679548790931904,1013.6895688789562
-4.5461685704246975,1013.8229490994634
-4.797216681798773,1013.5719009880893
-5.024731214999406,1013.3443864548886
-3.124726482241954,1015.2443911876461
-2.207475594092557,1016.1616420757955
-2.5889011251982765,1015.7802165446898
-3.661250165047477,1014.7078675048406
-4.01306668385223,1014.3560509860358
-4.224380059378518,1014.1447376105095
-3.9555246410782274,1014.4135930288098
-4.068443916764295,1014.3006737531238
-3.265508955824771,1015.1036087140633
-4.296377445421967,1014.0727402244661
-5.173474602267106,1013.195643067621
-3.7688621649439256,1014.6002555049441
-4.467257759339304,1013.9018599105488
-3.1571986301664765,1015.2119190397216
-4.961672398707037,1013.407445271181
-4.805875921245274,1013.5632417486428
-4.128779262585454,1014.2403384073026
-4.944353919814148,1013.4247637500739
-4.410833037784414,1013.9582846321036
-2.7291249381715943,1015.6399927317165
-3.7716554679910814,1014.597462201897
-3.3715148064688947,1014.9976028634192
-4.109505471559373,1014.2596121983287
-4.206293422147269,1014.1628242477408
-5.57822421381718,1012.7908934560709
-5.987862105700174,1012.3812555641879
-5.5233358089381,1012.84578186095
-4.575777582726005,1013.793340087162
-3.9706084775333466,1014.3985091923547
-3.0048937815139425,1015.3642238883741
-3.4408585546175345,1014.9282591152705
-3.770049318738984,1014.5990683511491
-3.1463047482823185,1015.2228129216057
-2.922421509042806,1015.4466961608452
-3.1892517826340736,1015.179865887254
-4.144351927074354,1014.2247657428137
-2.9673238555279795,1015.4017938143601
-2.5370155210950998,1015.832102148793
-3.3951182172182826,1014.9739994526698
-3.0759833440670263,1015.293134325821
-2.439459412168844,1015.9296582577192
-2.4935796587100185,1015.875538011178
-2.145464266443014,1016.223653403445
-2.269417089165927,1016.0997005807221
-1.9571258084803276,1016.4119918614077
-1.7291224472467093,1016.6399952226413
-1.5581024681769122,1016.8110152017111
-1.3748617882757799,1016.9942558816123
-2.045743347655389,1016.3233743222327
-2.4896690344436365,1015.8794486354444
-2.399445346016705,1015.9696723238714
-2.466763949455867,1015.9023537204322
-2.904684034692764,1015.4644336351953
-2.4186493044668396,1015.9504683654212
-1.8344998047051604,1016.5346178651829
-1.456426237256096,1016.912691432632
-1.4553089160370973,1016.913808753851
-0.5007674322066578,1017.8683502376814
-0.349859235077588,1018.0192584348105
-0.6386169375898589,1017.7305007322982
-1.1149449397266835,1017.2541727301614
-0.45691257436442356,1017.9122050955236
-0.36920285867995517,1017.9999148112081
-0.8875700716782831,1017.4815475982098
-1.6033539775429517,1016.7657636923451
-1.4976274572034072,1016.8714902126846
-1.2753503672163333,1017.0937673026717
-0.623812431439319,1017.7453052384487
-0.3328899190652237,1018.0362277508228
0.17563090069131704,1018.5447485705794
-0.2465070223283874,1018.1226106475597
0.008591378464188892,1018.3777090483522
-0.4151526938078405,1017.9539649760802
0.0506305893256922,1018.4197482592137
0.20754438800645403,1018.5766620578945
0.047348458244982794,1018.416466128133
0.5589419113537133,1018.9280595812418
0.38582695499883357,1018.7549446248869
-0.042665732453315286,1018.3264519374347
0.07786529403642817,1018.4469829639245
0.15230682024650832,1018.5214244901346
-0.030235533893119282,1018.3388821359949
0.04155235442203775,1018.4106700243101
-0.583868197863012,1017.785249472025
0.4629221191034958,1018.8320397889916
1.1137617291188917,1019.482879399007
0.25167857615349476,1018.6207962460416
0.31920667732117636,1018.6883243472092
0.13973695653373852,1018.5088546264218
0.2965809226384408,1018.6656985925265
0.6252130261502771,1018.9943306960383
0.024792536138306787,1018.3939102060264
-0.36277826167111016,1018.006339408217
0.13827047243410107,1018.5073881423222
-0.10355973888408698,1018.265557931004
-1.1604757793973022,1017.2086418904908
-0.9119416407659173,1017.4571760291221
0.2673210732179996,1018.636438743106
-0.27457971795354297,1018.0945379519345
-0.29909095219341,1018.0700267176946
-0.15230287705901446,1018.216814792829
0.39385770125977615,1018.7629753711478
0.5504223370596719,1018.9195400069477
0.2875026877347864,1018.6566203576228
-0.44867233037496135,1017.9204453395131
-0.124369846586319,1018.2447478233017
0.331497210729367,1018.7006148806174
1.0913454721645621,1019.4604631420526
0.7906463991253077,1019.1597640690134
-0.19050129623042267,1018.1786163736576
-0.9480450826520155,1017.421072587236
-1.2544704269380418,1017.11464724295
-0.6953209894495558,1017.6737966804385
0.5182295194397284,1018.8873471893278
0.5835229781698672,1018.9526406480579
0.15447163010821896,1018.5235892999963
-1.1310762648247419,1017.2380414050633
-0.7277233047981326,1017.6413943650899
-0.046227193838490166,1018.3228904760496
0.08547704484033147,1018.4545947147284
-0.7696926830831217,1017.5994249868049
-1.4925995117182538,1016.8765181581698
-0.6180861601922061,1017.7510315096958
-0.4242309287114949,1017.9448867411766
-0.1625682657577272,1018.2065494041303
0.5860369509122165,1018.9551546208003
0.633453270139853,1019.0025709400279
-0.7122903054619201,1017.6568273644261
-1.4002110134298391,1016.9689066564582
-0.512499305005349,1017.8566183648827
-0.7462289374860802,1017.622888732402
-1.2071239402869196,1017.1619937296011
-1.0037016458688868,1017.3654160240192
0.511036764092978,1018.880154433981
0.5895285797215593,1018.9586462496096
0.6044029184481587,1018.9735205883362
1.1049628245200438,1019.4740804944081
0.7145987236632436,1019.0837163935513
0.3915532262457191,1018.7606708961338
1.0692085455151528,1019.4383262154032
1.0181609323258272,1019.3872786022139
0.5338021839285148,1018.9029198538166
0.14825653082800727,1018.5173742007161
-0.77360330734939,1017.5955143625387
-2.094207155525737,1016.2749105143623
-0.9060757043666854,1017.4630419655214
-0.23791761545783174,1018.1312000544302
0.9268199226803517,1019.2959375925684
0.2687177247418049,1018.6378353946299
0.2713015300604411,1018.6404191999485
1.2765414641989992,1019.645659134087
1.1768205454114877,1019.5459382152995
-0.9472769243138828,1017.4218407455742
-0.17346214764188517,1018.1956555222462
1.2810805816508264,1019.6501982515389
0.1069854783044093,1018.4761031481925
-1.2851967604581205,1017.0839209094299
-1.5335912339370452,1016.835526435951
0.5972101631014084,1018.9663278329895
1.5121565762368618,1019.8812742461249
1.402309933902643,1019.7714276037907
0.2774467967644796,1018.6465644666525
0.864389599573542,1019.2335072694616
1.0418341756516156,1019.4109518455397
2.434994070480684,1020.8041117403687
1.1426025830819526,1019.51172025297
0.9546132880005871,1019.3237309578886
0.8128531583512313,1019.1819708282393
0.8522387313178115,1019.2213564012059
